path,disposition,rationale,references_legacy_collector_id
.agents/skills/setup-matt-pocock-skills/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/setup-matt-pocock-skills/domain.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/setup-matt-pocock-skills/issue-tracker-github.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/setup-matt-pocock-skills/issue-tracker-gitlab.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/setup-matt-pocock-skills/issue-tracker-local.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/setup-matt-pocock-skills/triage-labels.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/tdd/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/tdd/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/tdd/mocking.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/tdd/tests.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/to-spec/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/to-spec/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/to-tickets/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/to-tickets/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/wayfinder/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/wayfinder/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/wizard/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/wizard/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/wizard/template.sh,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/writing-for-agents/SKILL-MECHANICS.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/writing-for-agents/SKILL.md,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.agents/skills/writing-for-agents/agents/openai.yaml,RETAIN,Generic agent skill library (code-review/tdd/etc.); domain-neutral tooling,no
.dockerignore,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
.env.example,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
.github/dependabot.yml,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
.github/workflows/ci.yml,REWRITE,Plan 5.3: pipeline shell retained; legacy gates (incl. legacy collector ID scan target) replaced with PulseRank checks,yes
.gitignore,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
AGENTS.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
CONTEXT.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
CONTRIBUTING.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
Dockerfile,RETAIN_AND_REFACTOR,Plan 5.1: Bun/Next foundation retained; remove old env placeholder/health assumptions when PulseRank env contract lands,no
LICENSE,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
README.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
SECURITY.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
THIRD_PARTY_NOTICES.md,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
artifacts/examples/README.md,DELETE_FROM_ACTIVE_TREE,Old elevator demo/healing envelopes are UNBROKEN synthetic fixtures (plan 5.4/5.7); recoverable via Git history,no
artifacts/examples/healing/preview-review.json,DELETE_FROM_ACTIVE_TREE,Old elevator demo/healing envelopes are UNBROKEN synthetic fixtures (plan 5.4/5.7); recoverable via Git history,no
artifacts/examples/healthy-collection/accepted-summary.json,DELETE_FROM_ACTIVE_TREE,Old elevator demo/healing envelopes are UNBROKEN synthetic fixtures (plan 5.4/5.7); recoverable via Git history,no
artifacts/examples/layout-drift/detection.json,DELETE_FROM_ACTIVE_TREE,Old elevator demo/healing envelopes are UNBROKEN synthetic fixtures (plan 5.4/5.7); recoverable via Git history,no
bun.lock,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
components.json,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
deploy/coolify.md,REWRITE,"Plan 5.3: platform instructions retained, product-specific sections (worker, env, health) rewritten for PulseRank",yes
deploy/otp/.gitignore,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/README.md,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/build-graph.sh,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/compose.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/contract.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/deployment-files.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/fixtures/health-ready.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/fixtures/health-unready.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/fixtures/plan-walk-only.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/fixtures/plan-wheelchair-unknown.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/fixtures/plan-with-transit.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/gtfs-export-cli.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/gtfs-export.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/gtfs-stream-export.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/lifecycle.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/manifest-writer.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/otp-config.json,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
deploy/otp/verify-cli.ts,DELETE_FROM_ACTIVE_TREE,OpenTripPlanner integration exists only for UNBROKEN journey planning (plan 5.4),no
docs/adr/0001-open-trip-planner-for-candidates.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/adr/0002-source-trust-precedes-publication.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/adr/0003-atomic-rider-admission.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/adr/0004-maplibre-carto-unclustered-stops.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/adr/0005-deterministic-journey-language.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/agents/domain.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/agents/issue-tracker.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/architecture/healing-safety.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,yes
docs/architecture/public-accessibility.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/architecture/trusted-collection.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,yes
docs/design/t3-code-reference.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/engineering/README.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/engineering/interfaces.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/engineering/sources.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,yes
docs/engineering/ticket-catalog.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/product/sf-citywide-spec.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/runbooks/deployment.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
docs/runbooks/healing.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,yes
docs/runbooks/incident-response.md,DELETE_FROM_ACTIVE_TREE,UNBROKEN ADRs/specs/runbooks/architecture docs must not mix into PulseRank docs (plan 5.7); preserved via Git history and later consolidated in docs/legacy/unbroken-transition.md,no
drizzle.config.ts,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
drizzle/0000_foundation.sql,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/0001_better-auth-issuer.sql,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/0002_citywide_transit.sql,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/0003_rider_accounts.sql,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/0004_commute_notifications.sql,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/0000_snapshot.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/0001_snapshot.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/0002_snapshot.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/0003_snapshot.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/0004_snapshot.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
drizzle/meta/_journal.json,RETAIN,Applied migration history is part of the DB contract; retain permanently (plan 6). Never edit or delete,no
eslint.config.mjs,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
next-env.d.ts,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
next.config.ts,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
package.json,REWRITE,Plan 5.3: product-facing root docs/metadata rewritten as PulseRank-authoritative (content preserved in Git history),no
playwright.config.ts,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
postcss.config.mjs,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
scripts/bootstrap-accounts.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/expire-signup-reservations.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/poll-realtime.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/refresh-accessibility-advisories.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/refresh-gtfs.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/refresh-stop-accessibility-guides.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/refresh-stop-relocations.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/release-check.ts,REWRITE,Plan 5.3: rewritten for PulseRank release gates / new collector runner. Must not reference legacy collector ID c_msyjsllt1r9ej5tdub,yes
scripts/run-collection.ts,REWRITE,Plan 5.3: rewritten for PulseRank release gates / new collector runner. Must not reference legacy collector ID c_msyjsllt1r9ej5tdub,no
scripts/seed-transit-landmarks.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/verify-realtime-store.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
scripts/verify-transit-store.ts,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only scripts: auth bootstrap, rider signup quota, GTFS-RT polling, transit refresh/verify (plan 5.4)",no
skills-lock.json,RETAIN,Domain-neutral tooling/config; no transit or collection semantics,no
src/app/admin/coverage/page.tsx,DELETE_FROM_ACTIVE_TREE,Old coverage dashboard exists only for UNBROKEN transit coverage metrics (plan 5.4),no
src/app/admin/history/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/incidents/[incidentId]/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/incidents/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/judge/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/layout.tsx,RETAIN_AND_REFACTOR,Neutral two-column admin shell kept; swap Brand/nav components and replace operator-auth gating with PulseRank judge-mode gate,no
src/app/admin/operations/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/admin/runs/[runId]/page.tsx,REWRITE,Visible product dashboards redesigned over pulse.* data (plan 5.2: redesign all visible pages); judge page becomes PulseRank Judge Cockpit,no
src/app/api/admin/exports/audit/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/admin/exports/equipment/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/admin/exports/incidents/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/admin/exports/runs/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/admin/incidents/[incidentId]/[action]/route.ts,RETAIN_AND_REFACTOR,Run-trigger and incident-action endpoints kept as patterns; re-pointed to pulse.* job/incident tables with PulseRank job names,no
src/app/api/admin/runs/route.ts,RETAIN_AND_REFACTOR,Run-trigger and incident-action endpoints kept as patterns; re-pointed to pulse.* job/incident tables with PulseRank job names,no
src/app/api/auth/[...all]/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/health/live/route.ts,RETAIN_AND_REFACTOR,"Plan 5.1/5.2: generic health endpoint pattern retained; payload rewritten (service name 'unbroken-web', DB probe re-pointed)",no
src/app/api/health/ready/route.ts,RETAIN_AND_REFACTOR,"Plan 5.1/5.2: generic health endpoint pattern retained; payload rewritten (service name 'unbroken-web', DB probe re-pointed)",no
src/app/api/me/commutes/[slot]/preview/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/me/commutes/[slot]/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/me/commutes/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/me/email-history/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/accessibility/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/journeys/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/live/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/map/stops.geojson/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/places/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/routes/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/signup-availability/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/api/public/status/route.ts,DELETE_FROM_ACTIVE_TREE,Transit/commute/rider/auth APIs removed from runtime (plan 5.4/5.5/5.6); export routes rebuilt fresh over pulse.* (generic export helper retained in services/admin-export.ts),no
src/app/coverage/page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/app/globals.css,RETAIN_AND_REFACTOR,Tailwind v4 design tokens are product-neutral; visual audit only,no
src/app/layout.tsx,REWRITE,Plan 5.3: root app shell and landing page rewritten cleanly as PulseRank,no
src/app/login/page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/app/page.tsx,REWRITE,Plan 5.3: root app shell and landing page rewritten cleanly as PulseRank,no
src/app/rider/sign-in/page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/app/rider/trips/page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/app/status/legacy-status-page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/app/status/page.tsx,DELETE_FROM_ACTIVE_TREE,"UNBROKEN-only surfaces: old coverage dashboard, login, rider flows, elevator/citywide status (plan 5.4 + 5.5 auth removal)",no
src/components/admin-list-tools.tsx,RETAIN_AND_REFACTOR,"Generic admin table/nav/action mechanics kept; nav entries, run trigger target, and incident terminology replaced with PulseRank equivalents",no
src/components/admin-navigation.tsx,RETAIN_AND_REFACTOR,"Generic admin table/nav/action mechanics kept; nav entries, run trigger target, and incident terminology replaced with PulseRank equivalents",no
src/components/brand.tsx,REWRITE,UNBROKEN wordmark and public nav chrome rewritten as PulseRank branding/navigation,no
src/components/citywide-journey-form.tsx,DELETE_FROM_ACTIVE_TREE,Journey/citywide/rider/auth UI exists only for UNBROKEN (plan 5.4/5.5),no
src/components/citywide-journey-result.tsx,DELETE_FROM_ACTIVE_TREE,Journey/citywide/rider/auth UI exists only for UNBROKEN (plan 5.4/5.5),no
src/components/incident-actions.tsx,RETAIN_AND_REFACTOR,"Generic admin table/nav/action mechanics kept; nav entries, run trigger target, and incident terminology replaced with PulseRank equivalents",no
src/components/journey-form.tsx,DELETE_FROM_ACTIVE_TREE,Journey/citywide/rider/auth UI exists only for UNBROKEN (plan 5.4/5.5),no
src/components/login-form.tsx,DELETE_FROM_ACTIVE_TREE,Journey/citywide/rider/auth UI exists only for UNBROKEN (plan 5.4/5.5),no
src/components/map/citywide-stop-map-shell.tsx,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
src/components/map/citywide-stop-map.tsx,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
src/components/map/journey-map-config.ts,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
src/components/map/journey-map-overlay.ts,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
src/components/map/lazy-citywide-stop-map.tsx,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
src/components/map/stop-map-config.ts,DELETE_FROM_ACTIVE_TREE,MapLibre transit map stack exists only for UNBROKEN (plan 5.4),no
